file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,emotion
data\AudioData\KL\a06.wav,0 days,0 days 00:00:03.045510204,27.412804,0.25130522,23.133131,26.14339,30.044533,6.9114017,706.91327,1124.4147,108.19714,90.85227,0.22479856,0.9381753,0.041416533,0.14338683,0.37937474,0.33795822,4.1447487,1.9134755,3.3527763,1.800675,0.12084175,1.1489922,27.600925,0.65546685,14.55203,0.7520691,15.629666,1.0105498,-0.5654628,-33.700787,0.043737344,1.035708,1.7946775,0.80208343,5.13202,0.8025693,-1.9140553,-4.298185,26.65064,0.48857075,573.8068,0.42869115,1299.0812,0.19777583,-82.762024,-1.1180435,1622.6903,0.20308466,989.9877,0.2856891,-92.46983,-0.87635773,2701.8193,0.11267669,998.4829,0.33966768,-94.39679,-0.8284276,-26.313915,-0.33505598,37.40576,0.25781435,-0.006250153,-8.863585,-0.031896446,-0.6436224,0.18373081,0.79256195,37.043476,0.41327143,13.432916,0.82124746,13.357062,1.3106761,-5.42759,-3.6376936,-29.108324,40.6971,-0.07511938,-0.008348116,0.02762085,3.960396,3.0405405,0.19222221,0.11193031,0.091818176,0.08850456,-36.861576,anger
data\AudioData\KL\a07.wav,0 days,0 days 00:00:01.877369615,27.949787,0.081860974,26.52362,28.552544,29.8095,3.2858791,49.23538,37.850864,34.86133,47.676197,0.5158038,0.5734462,0.22839653,0.5456858,0.79046506,0.5620685,3.9160938,2.3249757,3.091726,1.122186,0.2503703,0.65421057,40.208397,0.31532544,8.863902,1.2906693,7.161689,2.1820166,-15.462813,-1.4821626,0.027706956,1.8852261,0.9361677,0.8946338,6.698042,0.6488567,-2.6971345,-4.924651,27.126297,0.51697385,494.11307,0.3886899,1341.7021,0.14967898,-32.76379,-2.3398664,1378.172,0.20428853,1033.264,0.27935132,-41.719276,-1.7128427,2510.749,0.10695351,704.7216,0.6079431,-51.82796,-1.2850151,-21.211569,-0.29645693,32.756596,0.23965257,0.04805487,0.59024477,-0.0421605,-0.42107472,0.30352834,0.4392881,44.520477,0.19772111,6.906862,1.6262735,4.8394146,3.2551887,-22.00684,-0.9349588,-35.44509,48.018787,-0.08601872,-0.007570792,0.003892337,3.7634408,0.5555556,1.49,0.0,0.29,0.0,-30.402414,anger
data\AudioData\KL\a08.wav,0 days,0 days 00:00:03.128934240,28.92705,0.22797325,25.636091,28.672739,30.701479,5.0653877,1129.2588,1771.1626,39.08497,30.63841,0.2666869,0.9535161,0.03472092,0.15681683,0.51383764,0.4791167,5.406716,3.3918607,3.6238892,2.3939943,0.14854595,1.2004964,27.769423,0.7867604,16.8718,0.7814831,17.965311,1.030656,-6.864722,-3.6181307,0.041123945,1.5494416,1.5123907,0.77057564,4.885799,0.84683895,1.8553112,3.9839337,30.300282,0.43237582,587.1562,0.33580416,1189.6354,0.19916743,-76.221886,-1.2086245,1686.645,0.21328029,932.9667,0.33600605,-86.90114,-0.92123437,2671.781,0.11749761,820.9195,0.37806582,-87.45108,-0.90007716,-23.82198,-0.46051997,32.065903,0.34920594,0.016975725,2.9319358,-0.040394764,-0.58283436,0.22484,0.8285361,36.314175,0.54755646,14.4031925,1.0123165,14.650731,1.3843006,-16.353834,-1.5266012,-26.72922,37.50316,-0.06598381,-0.011124482,0.022285407,3.858521,2.6578074,0.2375,0.134513,0.104444444,0.07987644,-34.38328,anger
data\AudioData\KL\a09.wav,0 days,0 days 00:00:03.316666667,26.553167,0.12753421,23.550047,27.05916,29.530844,5.980797,273.3784,271.65765,50.788902,33.18117,0.23698509,1.0192728,0.029110886,0.16863468,0.40177208,0.3726612,5.1043754,2.5980413,3.946241,2.8540921,0.124805756,1.2407563,30.7008,0.6123604,14.455265,1.0552592,17.9408,0.75826484,3.7217958,3.6855032,0.050041832,1.8951588,1.5386178,0.7660833,4.889973,0.6201114,-0.18292184,-35.09957,30.513279,0.37985617,483.87616,0.33455527,1281.2501,0.13136947,-74.85004,-1.2402779,1565.4578,0.161164,1048.3215,0.25611144,-88.39841,-0.9342231,2555.0498,0.13346222,999.22076,0.26409143,-91.63557,-0.87339956,-23.334764,-0.34301287,31.775278,0.31619737,0.013248418,3.172842,-0.029759683,-0.4437766,0.19059587,0.85665894,40.77067,0.33830205,9.410759,1.7710191,18.178984,0.784903,1.2864329,11.115824,-28.971811,40.68212,-0.07994565,-0.009350926,0.016721752,3.030303,2.1538463,0.28571427,0.23572728,0.1375,0.12080459,-37.035534,anger
data\AudioData\KL\a10.wav,0 days,0 days 00:00:03.817301587,29.65244,0.24513248,24.954617,27.933712,34.072327,9.11771,578.40204,850.6179,110.69835,92.860634,0.26639807,0.8231076,0.04586582,0.21465641,0.42814586,0.38228005,5.1823215,2.6176448,4.377054,2.183182,0.16583289,1.0997595,31.150305,0.5871441,11.374647,1.201852,15.845382,0.9616315,-5.6182675,-4.0481205,0.03561791,1.2578781,1.5315859,0.6170575,4.7908773,0.7337351,-0.52916473,-18.783813,25.85364,0.52244014,517.4513,0.34814405,1193.8795,0.21060655,-58.078594,-1.5272024,1561.1884,0.20976542,982.49554,0.4380671,-70.65787,-1.1071956,2561.8042,0.12169492,872.1583,0.41535386,-72.46227,-1.047117,-21.820974,-0.4422864,30.256815,0.33289212,0.022925893,2.0252302,-0.03470067,-0.6464531,0.22664027,0.8126566,37.29357,0.44699216,9.482587,1.4151253,15.094933,1.1119725,-10.4491415,-2.3067908,-27.628883,39.66882,-0.066972695,-0.010844898,0.01786507,4.4736843,1.8666667,0.38,0.28550705,0.1175,0.13404757,-35.30959,anger
data\AudioData\KL\a11.wav,0 days,0 days 00:00:02.410884354,25.578003,0.14665745,22.103329,24.313786,29.416582,7.3132534,62.87649,28.442633,60.84262,53.150105,0.21573897,0.88602185,0.041144595,0.15648326,0.39912733,0.35798275,4.019231,2.9112892,2.9081426,1.0495465,0.10114656,1.1603281,29.701048,0.5348935,12.993517,0.7917014,21.83197,0.7071705,4.7713866,3.7462187,0.03708692,1.0982422,1.4255424,0.70221174,6.2595124,0.51287764,3.2800505,3.7863195,23.659887,0.45642066,557.89624,0.42511764,1227.7305,0.1847901,-67.37549,-1.3490913,1635.6417,0.19326298,939.9002,0.36981612,-78.61068,-1.037521,2649.2146,0.1305124,976.9282,0.37994397,-81.21069,-0.98087406,-24.081097,-0.32951888,32.4635,0.320931,-0.026824856,-1.770338,-0.026821012,-0.6380062,0.1485039,0.7942144,35.553394,0.446028,10.065087,1.0811545,23.61671,0.76987916,-0.6860762,-28.056067,-38.865883,52.20877,-0.11089087,-0.004763403,0.006903804,2.9166667,1.2820513,0.5233333,0.2978068,0.175,0.13124405,-37.60348,anger
data\AudioData\KL\a12.wav,0 days,0 days 00:00:03.085963719,28.403238,0.25225252,24.416397,27.927475,29.703375,5.286978,287.91962,513.15436,91.9826,64.42676,0.22093767,0.9866065,0.029388368,0.15593417,0.38094744,0.35155907,4.106999,2.6734977,4.625538,3.109924,0.12665342,1.2446626,27.584276,0.75109833,16.156612,0.66107047,17.135395,0.76182455,-1.830907,-10.551697,0.03130745,1.1444294,1.6367366,0.6184302,4.4400606,0.87581944,-1.5218515,-9.874898,26.05343,0.6020265,489.68677,0.35154817,1258.338,0.1844711,-83.20072,-1.1546829,1479.4795,0.20213251,1046.4434,0.28981432,-91.73498,-0.9246699,2548.283,0.10008515,829.5338,0.5183278,-95.29568,-0.85867006,-22.701847,-0.38869652,32.55813,0.33402935,0.015322222,3.1951432,-0.031305708,-0.60733855,0.20257089,0.82914436,37.33258,0.4985088,13.513215,0.91445804,14.759613,0.89208096,-8.855519,-2.2349544,-27.571613,38.65323,-0.07226731,-0.007168768,0.020948514,3.583062,2.3333333,0.24714284,0.1431996,0.15857142,0.18442409,-37.178955,anger
data\AudioData\KL\a13.wav,0 days,0 days 00:00:04.580702948,28.27008,0.27308413,23.51477,26.928131,29.660393,6.1456223,609.91046,982.1588,102.0786,99.53012,0.20620847,0.9227603,0.028319495,0.15584205,0.34532976,0.31701025,3.3974562,2.1907163,3.3472774,2.0405114,0.1130296,1.3158034,28.319431,0.7572858,16.883968,0.69367343,16.07991,1.0229735,-2.4943511,-8.507074,0.037107285,1.1306968,1.333903,0.7641005,4.0806794,0.8648369,1.6581048,7.1307507,31.080158,0.6100441,607.3514,0.33481795,1231.0483,0.19855408,-86.48603,-1.0680718,1696.0504,0.2131139,971.79,0.39463213,-93.15384,-0.88811594,2782.0928,0.12939389,925.6087,0.3595199,-95.82942,-0.83354217,-23.870493,-0.4704379,32.994526,0.35539398,0.001136396,39.014397,-0.03776977,-0.6663236,0.1768536,0.916212,37.242107,0.5640809,15.351327,0.7973538,14.6756935,1.3380562,-11.165438,-1.9631999,-29.523664,41.52682,-0.08035979,-0.004840748,0.016602177,3.9387312,2.4336283,0.24272728,0.1647638,0.16,0.18038847,-38.066406,anger
data\AudioData\KL\a14.wav,0 days,0 days 00:00:04.845918367,27.820473,0.22982322,23.707157,27.304077,30.051285,6.3441277,657.4737,800.1508,51.90691,24.71315,0.23141858,0.88352615,0.0366323,0.18333554,0.38929367,0.35266137,4.7889833,2.6437137,3.9502254,2.735243,0.11927126,1.0874829,30.58176,0.60155654,11.862352,1.1176325,18.896652,0.77017033,2.3245223,7.0695457,0.037166636,1.2429287,1.6131012,0.766894,4.8458347,0.68711996,-1.028723,-11.994403,27.042486,0.58334094,538.9597,0.3714079,1253.1682,0.2122471,-68.46978,-1.3059851,1587.6375,0.18915258,1073.4607,0.324739,-80.73529,-0.9712877,2559.9167,0.12741159,1001.49005,0.3757751,-82.428055,-0.92797714,-22.540995,-0.39621496,30.685865,0.32275406,0.007003851,6.7872963,-0.029682156,-0.6266252,0.16639695,0.7939322,37.85406,0.4320629,9.124939,1.4239153,18.393291,0.84293926,-1.6089386,-10.980245,-28.43314,40.37426,-0.072916314,-0.008613219,0.024010373,3.9337475,2.9288704,0.22,0.12767145,0.09133333,0.09576824,-38.0021,anger
data\AudioData\KL\a15.wav,0 days,0 days 00:00:04.002086167,27.662836,0.21149182,24.388653,26.604979,30.234367,5.8457146,593.03406,1208.2108,37.86582,40.063534,0.23906475,0.84534246,0.03600589,0.18473344,0.40649557,0.3704897,4.05352,2.2889643,4.065627,3.0020347,0.13137776,1.0104308,31.608007,0.6049791,14.706425,0.86392945,21.427006,0.8696933,1.9562477,8.302937,0.031800233,0.9722865,1.3794105,0.7243261,4.888421,0.67966986,1.4664419,6.4086404,29.733097,0.4425753,460.24374,0.34088627,1268.2567,0.18137984,-61.078815,-1.4642817,1494.3833,0.16874985,940.8973,0.35526744,-74.78821,-1.0487459,2559.8022,0.12367488,908.9098,0.35249028,-77.17482,-0.9819208,-22.300976,-0.35985112,31.567425,0.31724283,0.013606383,3.1873221,-0.027740125,-0.5998218,0.18309423,0.6977792,38.4,0.45250502,11.274673,1.1199442,20.790396,0.9521635,-0.90699464,-19.522745,-30.15259,40.759724,-0.08239807,-0.008793514,0.012504413,4.010025,2.2900765,0.29999998,0.2073644,0.14428571,0.1146245,-37.207275,anger
data\AudioData\KL\d01.wav,0 days,0 days 00:00:03.786122449,29.25159,0.27332002,23.93869,28.826605,31.280949,7.3422585,261.9014,266.9402,100.39761,78.335976,0.17094211,0.7537061,0.041277,0.15792187,0.2590615,0.2177845,2.3414063,1.8364934,2.0682113,1.5859568,0.079356,1.0735794,28.74914,0.6981557,15.634518,0.5656423,23.143347,0.8103561,6.4270496,2.8143256,0.044862434,1.2254342,1.4265572,0.6522198,7.0211964,0.47175208,4.52874,3.4667983,29.415329,0.66048545,563.02936,0.4203517,1192.917,0.23430125,-76.58444,-1.234403,1686.302,0.19167331,983.65625,0.36673737,-86.54188,-0.94568974,2758.662,0.11315397,978.63116,0.39211217,-88.37506,-0.9080262,-28.68163,-0.30152652,36.86682,0.26677296,-0.027600676,-1.7885082,-0.029928053,-0.79002386,0.115871005,0.75081205,35.66359,0.55347747,15.97081,0.6402574,26.807625,0.7806364,2.5435157,8.3593855,-35.549946,49.375416,-0.10283089,-0.003868682,0.016580125,3.713528,2.419355,0.25666666,0.19020456,0.121999994,0.10860938,-39.902885,disgust
data\AudioData\KL\d02.wav,0 days,0 days 00:00:02.803469388,25.520504,0.12904519,22.514763,26.052437,28.04446,5.5296974,38.399605,16.106953,24.175457,26.314842,0.20425461,0.85038245,0.03775668,0.16396537,0.3782711,0.34051442,2.943852,1.561582,2.4692638,1.3224587,0.07291071,1.0093254,37.21095,0.44645655,11.494499,0.9018585,8.221228,1.7692527,1.7458042,8.711915,0.02736061,1.3751705,1.5259186,0.84018123,6.5444436,0.45798215,-1.4687425,-3.4407663,28.836248,0.30522367,467.28006,0.36381397,1296.4949,0.11949961,-71.18136,-1.3601816,1414.1348,0.18484451,1083.2528,0.18030246,-81.631424,-1.076372,2486.4492,0.11498678,1006.78125,0.28682846,-89.40063,-0.91692907,-23.23709,-0.32575262,35.54115,0.24841477,-0.012677751,-2.8151731,-0.03413045,-0.43768674,0.11056028,0.6217451,47.413155,0.21420431,7.693777,1.450167,5.258249,3.0156639,-3.9713883,-3.6278658,-35.639095,50.128902,-0.09925392,-0.007503651,0.010004818,3.2258065,1.098901,0.5733333,0.46449497,0.31,0.16970561,-39.613968,disgust
data\AudioData\KL\d03.wav,0 days,0 days 00:00:01.849727891,28.666273,0.15415062,24.015064,31.30796,32.262238,8.247173,293.95947,360.19928,89.05139,101.17285,0.13505757,1.0856467,0.026849082,0.058918145,0.23184004,0.20499097,2.1259274,1.3009443,2.4912882,0.99203694,0.06445208,1.4705541,29.907228,0.46481034,17.667702,0.49759305,17.981146,0.8133941,6.182906,3.6850417,0.05411426,1.7600584,1.4298941,0.89587635,6.5005913,0.79818654,8.736628,1.2667031,32.134567,0.31190586,533.6098,0.33062217,1237.3143,0.17484623,-102.53437,-0.92673856,1578.4122,0.17219076,945.0058,0.41614747,-112.692764,-0.7609448,2634.4495,0.10502024,790.93835,0.430503,-114.42371,-0.7300531,-24.528107,-0.2600882,32.559963,0.20469715,0.002468613,15.504375,-0.034464575,-0.53480595,0.12351383,0.84313834,41.43799,0.23385598,13.4899235,0.7619337,19.357069,1.0119622,-3.4937172,-7.9182396,-35.85792,48.847656,-0.08454092,-0.006821722,0.005111792,2.1857924,1.1235955,0.45,0.24,0.27666664,0.16357125,-42.22979,disgust
data\AudioData\KL\d04.wav,0 days,0 days 00:00:03.410408163,26.136944,0.14746638,22.16741,25.208643,30.411362,8.243952,262.6387,260.192,35.35188,11.275339,0.15694655,0.93151915,0.028946005,0.09848259,0.27418345,0.24523744,3.106289,1.8301634,2.9284096,1.6477983,0.088298924,1.2878348,29.61199,0.5809379,18.652567,0.48264086,15.211907,0.8317839,1.6520885,9.963419,0.04283253,1.3179572,1.7909454,0.7034366,4.4791956,0.6103728,0.50104636,17.378145,29.185087,0.3467515,488.49985,0.3674342,1297.5579,0.18542859,-87.327866,-1.0962641,1514.8083,0.19911483,1072.4053,0.30251917,-98.892494,-0.85645765,2540.1604,0.13393888,972.6142,0.3633884,-102.456245,-0.7954831,-24.675137,-0.25690147,33.648663,0.21126954,0.012278916,3.51367,-0.03249595,-0.5538311,0.14973533,0.79967684,39.270855,0.38067567,15.042903,0.6561778,14.796479,1.0231411,-4.454024,-3.632818,-31.834282,43.79268,-0.08342707,-0.010307974,0.010218634,3.8235295,2.6865673,0.20222221,0.08676632,0.13399999,0.15768322,-40.33826,disgust
data\AudioData\KL\d05.wav,0 days,0 days 00:00:02.919070295,27.533821,0.27569824,23.102873,25.830254,30.755814,7.6529408,187.34604,187.39299,73.02727,79.25875,0.15774114,0.9434732,0.028648403,0.09761737,0.2735569,0.24490848,2.91791,1.3589629,2.1561263,0.9824326,0.088481024,1.1936331,33.210186,0.52587616,19.667189,0.5358761,14.6587715,0.6892408,-0.120375015,-174.30806,0.09472928,1.4941467,1.8632802,0.79449916,4.824993,0.73224443,0.95280623,10.711026,35.197006,0.41968998,536.73706,0.32561797,1275.2837,0.14998485,-80.057755,-1.1735203,1605.618,0.21080121,1079.5256,0.31619135,-93.15442,-0.8709584,2679.25,0.13163966,918.0742,0.32265526,-95.80734,-0.8186243,-28.603354,-0.31754148,37.62639,0.27243018,0.009098701,4.95554,-0.03363427,-0.81111336,0.13605049,0.79821795,41.389175,0.39907452,20.023079,0.5397315,13.973538,0.841414,-6.7893634,-3.4851358,-33.59334,45.79504,-0.07285325,-0.011393382,0.010989807,3.1034484,1.7543861,0.352,0.29075074,0.16333334,0.12578641,-39.755054,disgust
data\AudioData\KL\d06.wav,0 days,0 days 00:00:02.799410431,24.266531,0.1220416,22.28181,24.473614,26.220327,3.9385166,186.57921,221.45229,92.52227,127.35021,0.14035349,0.85669696,0.040935297,0.09633356,0.24148431,0.20054902,2.628003,1.0329646,2.0349307,1.0342764,0.06472866,1.4261997,29.73966,0.59206784,17.13987,0.60853344,19.002186,0.5332499,3.0169897,6.3218236,0.03445835,1.2615905,1.773605,0.7282525,5.5200477,0.4495785,-4.307537,-5.695045,24.414417,1.1493164,530.4118,0.36654177,1334.7672,0.1723551,-88.32355,-1.0779272,1605.4087,0.17622438,1126.0653,0.27775759,-101.45523,-0.82804745,2699.2444,0.09593391,1162.3733,0.37386164,-104.15176,-0.7795405,-31.388597,-0.28855947,39.845604,0.23214619,-0.030973071,-1.3739169,-0.0344829,-0.611482,0.10542286,1.0137272,41.274803,0.2946102,16.358952,0.7924645,20.476793,0.60730445,-1.4055833,-15.749743,-35.665318,48.187157,-0.098024525,-0.008011068,0.014175115,3.5971224,2.197802,0.24833333,0.13789086,0.15857142,0.122989945,-41.898495,disgust
data\AudioData\KL\d07.wav,0 days,0 days 00:00:01.904761905,25.978983,0.13195926,23.349714,25.522568,29.659464,6.3097496,83.293945,25.162895,33.21396,13.603645,0.1475757,1.053532,0.027664393,0.06967982,0.27168936,0.24402496,3.0016592,2.3214881,3.7517116,2.9048052,0.080311194,1.551386,28.342718,0.5387135,14.471274,0.87588227,24.906855,0.63348824,11.205367,0.9669712,0.04418527,1.2526901,1.6866766,0.70188177,5.500938,0.41873842,4.5006413,2.0142238,29.307423,0.38175008,459.45847,0.37144005,1232.9115,0.16714448,-91.96466,-1.068168,1548.8594,0.12507762,959.205,0.3550414,-103.32488,-0.8438984,2534.9485,0.1337772,913.43756,0.22430415,-104.77839,-0.8191642,-22.616455,-0.2962955,29.446587,0.27892584,-0.00335437,-14.041726,-0.019734386,-0.47271553,0.14604983,0.96227884,37.99248,0.37176186,7.4976573,1.7548088,33.049118,0.49984258,13.301782,0.7988883,-34.663555,46.286537,-0.08852347,-0.010793787,0.005123344,2.6455026,1.0869566,0.49499997,0.235,0.39499998,0.005,-39.892864,disgust
data\AudioData\KL\d08.wav,0 days,0 days 00:00:03.290045351,24.594168,0.12516972,21.922451,25.084986,27.30218,5.3797283,222.95047,244.99747,29.029,8.047848,0.1698103,1.1513118,0.027592808,0.078471474,0.3201652,0.29257238,3.047875,1.5708622,3.1904309,1.9742246,0.08710089,1.5427742,33.96932,0.43856856,16.896315,0.6675153,16.805563,0.83380055,0.11307057,185.26384,0.031956773,0.9798532,1.5482403,0.85320354,4.3685384,0.71611893,0.60821325,16.691029,29.527874,0.29091057,488.27148,0.37773964,1313.1832,0.13473159,-84.038246,-1.1388817,1512.2192,0.20416161,1033.2262,0.29342717,-95.92485,-0.8960844,2619.488,0.12552938,963.6994,0.44033286,-99.65707,-0.8283135,-24.697674,-0.2826131,33.623493,0.2527612,0.005148949,8.4059,-0.041737724,-0.4873931,0.1467786,1.0375146,43.601246,0.26976484,11.613014,1.0446225,16.178154,1.0532589,-11.022974,-1.915954,-37.227276,50.03729,-0.08888568,-0.009238117,0.006640498,2.7439024,2.1671827,0.26,0.100853495,0.1575,0.14788087,-38.787785,disgust
data\AudioData\KL\d09.wav,0 days,0 days 00:00:03.867256236,27.613503,0.163945,24.35218,26.868074,30.340878,5.988697,85.2699,51.63271,45.186775,60.665897,0.19113076,0.89172804,0.02764577,0.14591436,0.3380957,0.31044993,3.4800236,2.081775,2.6795957,1.2784799,0.07310595,1.0835285,30.81038,0.67008084,14.893214,1.0380628,16.345076,0.7428733,4.50392,3.080519,0.022101995,1.2096853,1.1803768,0.8466265,6.3991723,0.4234025,3.4061313,1.6470038,30.866726,0.31285802,466.96106,0.3514077,1282.664,0.16799448,-79.56497,-1.1925403,1464.7004,0.17318566,1032.0884,0.25693712,-89.68648,-0.94945395,2498.7424,0.12973697,905.29364,0.41510594,-94.372,-0.8606711,-21.324564,-0.3592028,30.212421,0.2795644,0.003375832,11.760759,-0.027637172,-0.46030137,0.11357208,0.6825259,42.464035,0.38141972,8.646443,1.8362925,14.939444,0.93753844,0.011404021,1221.8208,-32.938786,45.174557,-0.08896102,-0.007043099,0.010788743,3.6363637,1.8469657,0.3242857,0.24944837,0.17125,0.16427396,-41.275803,disgust
data\AudioData\KL\d10.wav,0 days,0 days 00:00:03.434331066,26.369118,0.12129068,23.608356,27.147385,29.089981,5.4816246,458.37454,668.83026,62.347202,70.94416,0.17861164,0.82687724,0.033083986,0.1463947,0.30863196,0.27554798,3.408307,1.5464438,2.9630284,1.7047061,0.08563849,1.084654,37.2434,0.4221078,17.574327,0.6477504,17.20752,0.70600724,3.619276,3.9744456,0.029020824,1.7846564,1.5321552,0.9244971,6.2597246,0.5123751,0.9744257,8.0337,36.29515,0.33082798,526.38947,0.3657511,1302.9518,0.13809717,-68.074394,-1.3024929,1622.06,0.20954801,1077.2716,0.35621884,-82.07293,-0.9530732,2677.3699,0.14034815,1048.2762,0.32882476,-87.53776,-0.85138214,-27.040308,-0.26618242,36.41733,0.2529683,0.008299939,4.905725,-0.032622583,-0.5194081,0.12102688,0.7713839,45.5523,0.23255798,14.602321,0.86338496,17.179422,0.81512976,0.95370555,16.55426,-33.614906,45.10305,-0.08014084,-0.01332083,0.010666466,4.0935674,2.0771513,0.3228571,0.20823848,0.12,0.12010412,-39.673576,disgust
data\AudioData\KL\d11.wav,0 days,0 days 00:00:03.170022676,25.969376,0.16761804,23.054016,25.421022,29.335926,6.28191,111.779465,104.975746,28.412773,19.869452,0.14755727,0.9362804,0.04041228,0.09806356,0.2420531,0.20164083,2.9329884,2.4142036,1.7071056,0.6616029,0.05955039,1.370118,31.724524,0.47009426,15.413363,0.6213004,17.844122,0.8534261,5.1180267,3.3341904,0.038168505,1.5463015,1.8702226,0.78350455,7.094144,0.49224558,0.15100826,52.20206,30.222158,0.3671912,560.71466,0.45200637,1309.7474,0.2105935,-79.800934,-1.1519502,1595.3112,0.193027,1135.6862,0.34179315,-91.05279,-0.9037578,2686.2668,0.11298187,1083.5806,0.31100214,-95.09671,-0.8306081,-28.343273,-0.27948296,39.670116,0.2629537,-0.033900477,-1.3013148,-0.02932655,-0.724975,0.087823346,1.0406591,39.372795,0.3291645,12.900659,0.80828923,18.386118,1.0194559,1.8782616,10.316231,-38.42577,51.015987,-0.10086396,-0.010579085,0.015491893,3.4810128,2.5723474,0.23124999,0.1356869,0.15285714,0.11522826,-41.180195,disgust
data\AudioData\KL\d12.wav,0 days,0 days 00:00:02.314126984,26.193783,0.13766994,22.75248,26.732956,29.683826,6.931347,259.1843,342.44962,58.215958,24.620815,0.16278714,1.1825616,0.036409136,0.07475427,0.25166023,0.21525109,3.7118428,3.2581995,5.4361315,4.761888,0.0949415,1.5591916,26.530216,0.6260398,15.003384,0.6400724,14.93588,0.7735504,1.8072319,9.040261,0.053449247,0.9581523,2.2889612,0.6070641,4.609774,0.62594813,-3.4018698,-1.9134322,25.068848,0.4130506,495.74384,0.41019306,1232.7931,0.15054078,-113.42922,-0.86823994,1482.9348,0.17480135,1103.4294,0.28081587,-121.34705,-0.7291862,2518.2053,0.09599654,855.5716,0.3725466,-124.18776,-0.6843025,-24.173319,-0.27849287,35.359283,0.23654853,-0.003282121,-13.417338,-0.028940454,-0.55549634,0.2081292,0.80725116,39.202515,0.3707898,11.638298,1.1616017,10.45037,1.2854269,-9.473912,-1.7131419,-35.336823,47.68533,-0.09531656,-0.007296774,0.010190616,3.0434783,1.7777778,0.2375,0.08954747,0.242,0.20932272,-38.947144,disgust
